NIVEL,CLAVE DE LA ESCUELA,TURNO,ALUMNOS PROGRAMADOS PRUEBA,PORCENTAJE DE EVALUADOS LENGUAJE Y COMUNICACION,PORCENTAJE DE EVALUADOS MATEMATICAS,LA PRUEBA ES REPRESENTATIVA LEGUAJE Y COMUNICACION,LA PRUEBA ES REPRESENTATIVA  MATEMATICAS,INFORMACION POCO CONFIABLE LENGUAJE Y COMUNICACIÓN,INFORMACION POCO CONFIABLE MATEMATICAS,NIVEL I LENGUAJE Y COMUNICACION (%),NIVEL II LENGUAJE Y COMUNICACION (%),NIVEL III LENGUAJE Y COMUNICACION (%),NIVEL IV LENGUAJE Y COMUNICACION (%),NIVEL PREDOMINANTE LENGUAJE Y COMUNICACION ,NIVEL I MATEMATICAS (%),NIVEL II MATEMATICAS (%),NIVEL III MATEMATICAS (%),NIVEL IV MATEMATICAS (%),NIVEL PREDOMINANTE MATEMATICAS
PRIMARIA,14DPR3066C,VESPERTINO,29,96.6,93.1,SI,SI,NO,NO,53.6,28.6,17.9,, I ,40.7,22.2,25.9,11.1,I
PRIMARIA,14DPR3067B,MATUTINO,24,100,100,SI,SI,NO,NO,54.2,25,20.8,, I ,20.8,29.2,33.3,16.7,III
PRIMARIA,14DPR3070P,MATUTINO,35,94.3,97.1,SI,SI,NO,NO,39.4,36.4,15.2,9.1, I ,70.6,11.8,5.9,11.8,I
PRIMARIA,14DPR3072N,MATUTINO,10,100,100,SI,SI,NO,NO,40,40,20,, I ,60,,30,10,I
PRIMARIA,14DPR3074L,VESPERTINO,35,100,100,SI,SI,NO,NO,42.9,42.9,11.4,2.9, I ,74.3,11.4,8.6,5.7,I
PRIMARIA,14DPR3075K,VESPERTINO,16,75,75,SI,SI,NO,NO,66.7,25,8.3,, I ,75,16.7,,8.3,I
PRIMARIA,14DPR3076J,MATUTINO,29,86.2,82.8,SI,SI,NO,NO,72,20,8,, I ,70.8,8.3,12.5,8.3,I
PRIMARIA,14DPR3078H,VESPERTINO,29,86.2,86.2,SI,SI,NO,NO,64,20,16,, I ,52,24,12,12,I
PRIMARIA,14DPR3079G,MATUTINO,15,66.7,66.7,SI,SI,NO,NO,50,30,10,10, I ,60,10,30,,I
PRIMARIA,14DPR3080W,VESPERTINO,35,100,100,SI,SI,NO,NO,51.4,25.7,17.1,5.7, I ,57.1,17.1,14.3,11.4,I
PRIMARIA,14DPR3082U,VESPERTINO,18,88.9,83.3,SI,SI,NO,NO,56.3,25,12.5,6.3, I ,60,20,6.7,13.3,I
PRIMARIA,14DPR3086Q,VESPERTINO,70,100,98.6,SI,SI,NO,NO,47.1,42.9,8.6,1.4, I ,71,18.8,5.8,4.3,I
PRIMARIA,14DPR3087P,MATUTINO,23,95.7,91.3,SI,SI,NO,NO,40.9,40.9,13.6,4.5, I ,85.7,4.8,4.8,4.8,I
PRIMARIA,14DPR3090C,MATUTINO,5,100,100,SI,SI,NO,NO,80,20,,, I ,80,,20,,I
PRIMARIA,14DPR3093Z,VESPERTINO,35,100,100,SI,SI,NO,NO,48.6,42.9,5.7,2.9, I ,65.7,11.4,20,2.9,I
PRIMARIA,14DPR3094Z,MATUTINO,7,100,100,SI,SI,NO,NO,85.7,14.3,,, I ,42.9,42.9,14.3,,I
PRIMARIA,14DPR3098V,MATUTINO,1,100,100,SI,SI,NO,NO,100,,,, I ,100,,,,I
PRIMARIA,14DPR3100T,MATUTINO,2,100,100,SI,SI,NO,NO,100,,,, I ,100,,,,I
PRIMARIA,14DPR3102R,COMPLETO,3,100,100,SI,SI,NO,NO,100,,,, I ,100,,,,I
PRIMARIA,14DPR3104P,VESPERTINO,5,80,80,SI,SI,NO,NO,50,50,,, I ,50,50,,,I
PRIMARIA,14DPR3108L,MATUTINO,24,83.3,83.3,SI,SI,NO,NO,65,15,20,, I ,70,10,5,15,I
PRIMARIA,14DPR3109K,COMPLETO,9,77.8,77.8,SI,SI,NO,NO,42.9,14.3,42.9,, I ,71.4,14.3,14.3,,I
PRIMARIA,14DPR3110Z,MATUTINO,3,66.7,100,SI,SI,NO,NO,50,50,,, I ,33.3,33.3,33.3,,I
PRIMARIA,14DPR3113X,COMPLETO,30,83.3,76.7,SI,SI,NO,NO,44,44,8,4, I ,56.5,21.7,17.4,4.3,I
PRIMARIA,14DPR3116U,MATUTINO,9,100,100,SI,SI,NO,NO,88.9,11.1,,, I ,33.3,22.2,33.3,11.1,I
PRIMARIA,14DPR3117T,VESPERTINO,4,100,100,SI,SI,NO,NO,50,,25,25, I ,25,25,50,,III
PRIMARIA,14DPR3118S,MATUTINO,35,100,100,SI,SI,NO,NO,48.6,37.1,11.4,2.9, I ,57.1,28.6,14.3,,I
PRIMARIA,14DPR3119R,MATUTINO,1,100,100,SI,SI,NO,NO,100,,,, I ,100,,,,I
PRIMARIA,14DPR3121F,VESPERTINO,2,100,100,SI,SI,NO,NO,50,50,,, I ,50,50,,,I
PRIMARIA,14DPR3122E,COMPLETO,1,100,100,SI,SI,NO,NO,100,,,, I ,100,,,,I
PRIMARIA,14DPR3123D,VESPERTINO,20,90,90,SI,SI,NO,NO,83.3,16.7,,, I ,61.1,33.3,5.6,,I
PRIMARIA,14DPR3126A,NOCTURNO,24,29.2,25,NO,NO,NO,NO,100,,,, I ,100,,,,I
PRIMARIA,14DPR3127Z,MATUTINO,7,85.7,85.7,SI,SI,NO,NO,100,,,, I ,83.3,16.7,,,I
PRIMARIA,14DPR3129Y,VESPERTINO,13,100,92.3,SI,SI,NO,NO,76.9,15.4,,7.7, I ,50,41.7,,8.3,I
PRIMARIA,14DPR3130N,MATUTINO,7,100,100,SI,SI,NO,NO,71.4,28.6,,, I ,85.7,14.3,,,I
PRIMARIA,14DPR3133K,MATUTINO,35,100,100,SI,SI,NO,NO,40,37.1,17.1,5.7, I ,40,11.4,22.9,25.7,I
PRIMARIA,14DPR3134J,MATUTINO,1,100,100,SI,SI,NO,NO,100,,,, I ,100,,,,I
PRIMARIA,14DPR3135I,MATUTINO,6,100,100,SI,SI,NO,NO,66.7,33.3,,, I ,100,,,,I
PRIMARIA,14DPR3136H,COMPLETO,3,66.7,100,SI,SI,NO,NO,50,50,,, I ,66.7,,33.3,,I
PRIMARIA,14DPR3137G,VESPERTINO,15,86.7,86.7,SI,SI,NO,NO,61.5,30.8,7.7,, I ,76.9,23.1,,,I
PRIMARIA,14DPR3143R,VESPERTINO,11,81.8,81.8,SI,SI,NO,NO,88.9,11.1,,, I ,88.9,,11.1,,I
PRIMARIA,14DPR3145P,VESPERTINO,6,66.7,66.7,SI,SI,NO,NO,50,50,,, I ,50,25,25,,I
PRIMARIA,14DPR3147N,VESPERTINO,16,81.3,87.5,SI,SI,NO,NO,53.8,30.8,15.4,, I ,71.4,7.1,21.4,,I
PRIMARIA,14DPR3148M,VESPERTINO,23,91.3,91.3,SI,SI,NO,NO,47.6,23.8,19,9.5, I ,61.9,19,9.5,9.5,I
PRIMARIA,14DPR3149L,MATUTINO,8,100,100,SI,SI,NO,NO,62.5,37.5,,, I ,50,37.5,12.5,,I
PRIMARIA,14DPR3152Z,MATUTINO,7,100,100,SI,SI,NO,NO,71.4,14.3,14.3,, I ,28.6,57.1,,14.3,II
PRIMARIA,14DPR3153Y,MATUTINO,24,95.8,95.8,SI,SI,NO,NO,52.2,39.1,8.7,, I ,65.2,17.4,8.7,8.7,I
PRIMARIA,14DPR3155W,VESPERTINO,20,100,100,SI,SI,SI,NO,50,20,30,, I ,40,30,20,10,I
PRIMARIA,14DPR3156V,VESPERTINO,23,95.7,87,SI,SI,NO,NO,50,40.9,9.1,, I ,65,5,25,5,I
PRIMARIA,14DPR3157U,VESPERTINO,30,93.3,93.3,SI,SI,SI,SI,78.6,21.4,,, I ,60.7,17.9,17.9,3.6,I
PRIMARIA,14DPR3160H,VESPERTINO,70,92.9,94.3,SI,SI,NO,NO,61.5,27.7,10.8,, I ,63.6,16.7,18.2,1.5,I
PRIMARIA,14DPR3162F,VESPERTINO,27,74.1,74.1,SI,SI,NO,SI,45,30,25,, I ,25,25,30,20,III
PRIMARIA,14DPR3164D,VESPERTINO,6,100,100,SI,SI,NO,NO,83.3,16.7,,, I ,100,,,,I
PRIMARIA,14DPR3165C,MATUTINO,4,100,100,SI,SI,NO,NO,100,,,, I ,100,,,,I
PRIMARIA,14DPR3166B,VESPERTINO,24,91.7,91.7,SI,SI,NO,NO,86.4,13.6,,, I ,81.8,13.6,4.5,,I
PRIMARIA,14DPR3167A,MATUTINO,8,100,100,SI,SI,NO,NO,50,25,25,, I ,37.5,,62.5,,III
PRIMARIA,14DPR3168Z,VESPERTINO,4,50,50,NO,NO,NO,NO,100,,,, I ,100,,,,I
PRIMARIA,14DPR3169Z,VESPERTINO,14,85.7,92.9,SI,SI,NO,NO,83.3,16.7,,, I ,76.9,15.4,7.7,,I
PRIMARIA,14DPR3172M,VESPERTINO,22,86.4,86.4,SI,SI,NO,NO,68.4,26.3,5.3,, I ,52.6,26.3,15.8,5.3,I
PRIMARIA,14DPR3174K,MATUTINO,2,100,100,SI,SI,NO,NO,50,50,,, I ,50,50,,,I
PRIMARIA,14DPR3175J,VESPERTINO,2,100,100,SI,SI,NO,NO,50,,50,, I ,,,50,50,III
PRIMARIA,14DPR3178G,MATUTINO,70,87.1,84.3,SI,SI,NO,NO,42.6,37.7,19.7,, I ,66.1,20.3,10.2,3.4,I
PRIMARIA,14DPR3179F,MATUTINO,70,98.6,95.7,SI,SI,NO,NO,47.8,37.7,13,1.4, I ,58.2,17.9,17.9,6,I
PRIMARIA,14DPR3180V,VESPERTINO,35,100,97.1,SI,SI,NO,SI,80,20,,, I ,64.7,32.4,2.9,,I
PRIMARIA,14DPR3182T,MATUTINO,19,94.7,84.2,SI,SI,NO,NO,72.2,22.2,5.6,, I ,87.5,6.3,,6.3,I
PRIMARIA,14DPR3184R,VESPERTINO,70,100,97.1,SI,SI,NO,NO,65.7,31.4,2.9,, I ,73.5,16.2,8.8,1.5,I
PRIMARIA,14DPR3189M,VESPERTINO,11,81.8,81.8,SI,SI,NO,NO,44.4,33.3,22.2,, I ,44.4,11.1,33.3,11.1,I
PRIMARIA,14DPR3192Z,MATUTINO,70,90,92.9,SI,SI,NO,NO,42.9,31.7,23.8,1.6, I ,60,12.3,10.8,16.9,I
PRIMARIA,14DPR3195X,MATUTINO,1,100,100,SI,SI,NO,NO,100,,,, I ,100,,,,I
PRIMARIA,14DPR3196W,MATUTINO,3,100,100,SI,SI,NO,NO,100,,,, I ,100,,,,I
PRIMARIA,14DPR3200S,VESPERTINO,6,100,100,SI,SI,NO,NO,83.3,16.7,,, I ,66.7,33.3,,,I
PRIMARIA,14DPR3201R,VESPERTINO,21,90.5,81,SI,SI,NO,NO,78.9,10.5,10.5,, I ,76.5,11.8,,11.8,I
PRIMARIA,14DPR3203P,VESPERTINO,12,100,100,SI,SI,NO,NO,41.7,41.7,16.7,, I ,41.7,25,25,8.3,I
PRIMARIA,14DPR3206M,VESPERTINO,29,96.6,96.6,SI,SI,NO,NO,64.3,28.6,7.1,, I ,85.7,7.1,7.1,,I
PRIMARIA,14DPR3207L,MATUTINO,35,91.4,91.4,SI,SI,NO,NO,62.5,28.1,6.3,3.1, I ,59.4,18.8,15.6,6.3,I
PRIMARIA,14DPR3212X,MATUTINO,1,100,100,SI,SI,NO,NO,100,,,, I ,100,,,,I
PRIMARIA,14DPR3216T,MATUTINO,5,80,80,SI,SI,NO,NO,50,50,,, I ,50,25,25,,I
PRIMARIA,14DPR3217S,MATUTINO,9,100,88.9,SI,SI,NO,NO,66.7,22.2,11.1,, I ,62.5,25,,12.5,I
PRIMARIA,14DPR3221E,MATUTINO,15,100,100,SI,SI,NO,NO,73.3,26.7,,, I ,80,13.3,6.7,,I
PRIMARIA,14DPR3223C,MATUTINO,70,100,100,SI,SI,NO,NO,44.3,34.3,15.7,5.7, I ,67.1,17.1,12.9,2.9,I
PRIMARIA,14DPR3225A,VESPERTINO,9,100,100,SI,SI,NO,NO,88.9,11.1,,, I ,66.7,11.1,22.2,,I
PRIMARIA,14DPR3226Z,MATUTINO,28,96.4,96.4,SI,SI,NO,NO,59.3,22.2,14.8,3.7, I ,51.9,25.9,18.5,3.7,I
PRIMARIA,14DPR3227Z,MATUTINO,4,100,100,SI,SI,NO,NO,50,50,,, I ,75,,25,,I
PRIMARIA,14DPR3228Y,VESPERTINO,16,93.8,93.8,SI,SI,NO,NO,80,20,,, I ,66.7,13.3,20,,I
PRIMARIA,14DPR3231L,VESPERTINO,35,100,97.1,SI,SI,NO,NO,51.4,31.4,17.1,, I ,41.2,26.5,20.6,11.8,I
PRIMARIA,14DPR3232K,VESPERTINO,35,85.7,85.7,SI,SI,SI,NO,56.7,33.3,10,, I ,63.3,20,13.3,3.3,I
PRIMARIA,14DPR3235H,VESPERTINO,23,87,91.3,SI,SI,NO,NO,60,40,,, I ,71.4,23.8,4.8,,I
PRIMARIA,14DPR3236G,VESPERTINO,24,91.7,87.5,SI,SI,NO,NO,77.3,18.2,4.5,, I ,71.4,23.8,,4.8,I
PRIMARIA,14DPR3237F,VESPERTINO,35,97.1,97.1,SI,SI,NO,NO,70.6,23.5,5.9,, I ,67.6,11.8,14.7,5.9,I
PRIMARIA,14DPR3238E,VESPERTINO,35,100,100,SI,SI,NO,SI,62.9,31.4,5.7,, I ,77.1,20,2.9,,I
PRIMARIA,14DPR3239D,MATUTINO,1,100,100,SI,SI,NO,NO,100,,,, I ,,100,,,II
PRIMARIA,14DPR3241S,VESPERTINO,15,60,73.3,SI,SI,NO,NO,33.3,33.3,33.3,, I ,63.6,18.2,18.2,,I
PRIMARIA,14DPR3242R,VESPERTINO,22,95.5,95.5,SI,SI,NO,NO,61.9,23.8,14.3,, I ,81,14.3,,4.8,I
PRIMARIA,14DPR3244P,VESPERTINO,7,100,85.7,SI,SI,NO,NO,85.7,,14.3,, I ,100,,,,I
PRIMARIA,14DPR3245O,MATUTINO,5,100,100,SI,SI,NO,NO,60,40,,, I ,100,,,,I
PRIMARIA,14DPR3249K,VESPERTINO,28,100,100,SI,SI,NO,NO,60.7,28.6,7.1,3.6, I ,82.1,3.6,7.1,7.1,I
PRIMARIA,14DPR3250Z,VESPERTINO,35,88.6,88.6,SI,SI,NO,NO,54.8,38.7,6.5,, I ,64.5,16.1,16.1,3.2,I
PRIMARIA,14DPR3251Z,VESPERTINO,23,65.2,65.2,NO,NO,NO,NO,73.3,26.7,,, I ,86.7,13.3,,,I
PRIMARIA,14DPR3256U,VESPERTINO,35,100,100,SI,SI,NO,NO,54.3,37.1,8.6,, I ,68.6,20,8.6,2.9,I
PRIMARIA,14DPR3258S,VESPERTINO,30,86.7,83.3,SI,SI,NO,SI,84.6,11.5,3.8,, I ,80,16,4,,I
PRIMARIA,14DPR3260G,MATUTINO,4,100,100,SI,SI,NO,NO,100,,,, I ,100,,,,I
PRIMARIA,14DPR3261F,VESPERTINO,9,100,88.9,SI,SI,NO,NO,77.8,22.2,,, I ,75,12.5,12.5,,I
PRIMARIA,14DPR3263D,VESPERTINO,35,100,100,SI,SI,NO,NO,54.3,37.1,8.6,, I ,82.9,11.4,5.7,,I
PRIMARIA,14DPR3264C,VESPERTINO,30,90,83.3,SI,SI,NO,NO,77.8,18.5,,3.7, I ,80,12,4,4,I
PRIMARIA,14DPR3265B,VESPERTINO,70,80,82.9,SI,SI,NO,NO,73.2,17.9,8.9,, I ,79.3,12.1,6.9,1.7,I
PRIMARIA,14DPR3267Z,VESPERTINO,35,97.1,97.1,SI,SI,NO,NO,58.8,23.5,14.7,2.9, I ,20.6,20.6,55.9,2.9,III
PRIMARIA,14DPR3268Z,MATUTINO,1,100,100,SI,SI,NO,NO,100,,,, I ,100,,,,I
PRIMARIA,14DPR3269Y,MATUTINO,70,97.1,100,SI,SI,NO,NO,67.6,27.9,2.9,1.5, I ,78.6,14.3,5.7,1.4,I
PRIMARIA,14DPR3270N,NOCTURNO,15,20,13.3,NO,NO,NO,NO,100,,,, I ,100,,,,I
PRIMARIA,14DPR3271M,VESPERTINO,9,88.9,100,SI,SI,NO,NO,62.5,37.5,,, I ,22.2,55.6,22.2,,II
PRIMARIA,14DPR3273K,COMPLETO,1,100,100,SI,SI,NO,NO,100,,,, I ,100,,,,I
PRIMARIA,14DPR3275I,MATUTINO,4,100,100,SI,SI,NO,NO,50,50,,, I ,25,50,25,,II
PRIMARIA,14DPR3279E,VESPERTINO,35,88.6,100,SI,SI,NO,NO,87.1,9.7,3.2,, I ,85.7,8.6,2.9,2.9,I
PRIMARIA,14DPR3280U,VESPERTINO,35,100,100,SI,SI,NO,NO,68.6,25.7,5.7,, I ,80,17.1,2.9,,I
PRIMARIA,14DPR3281T,MATUTINO,32,93.8,96.9,SI,SI,NO,NO,43.3,20,26.7,10, I ,67.7,19.4,9.7,3.2,I
PRIMARIA,14DPR3282S,VESPERTINO,15,100,100,SI,SI,NO,NO,53.3,33.3,13.3,, I ,46.7,26.7,20,6.7,I
PRIMARIA,14DPR3284Q,MATUTINO,35,97.1,97.1,SI,SI,NO,NO,47.1,32.4,20.6,, I ,47.1,26.5,20.6,5.9,I
PRIMARIA,14DPR3285P,VESPERTINO,35,91.4,91.4,SI,SI,NO,NO,50,37.5,12.5,, I ,78.1,6.3,12.5,3.1,I
PRIMARIA,14DPR3286O,VESPERTINO,13,84.6,84.6,SI,SI,NO,NO,63.6,36.4,,, I ,72.7,27.3,,,I
PRIMARIA,14DPR3289L,VESPERTINO,30,90,93.3,SI,SI,NO,NO,51.9,40.7,7.4,, I ,57.1,17.9,17.9,7.1,I
PRIMARIA,14DPR3293Y,MATUTINO,4,50,50,NO,NO,NO,NO,50,50,,, I ,100,,,,I
PRIMARIA,14DPR3296V,MATUTINO,6,83.3,100,SI,SI,NO,NO,80,20,,, I ,100,,,,I
PRIMARIA,14DPR3299S,MATUTINO,35,100,100,SI,SI,SI,SI,60,34.3,2.9,2.9, I ,68.6,22.9,8.6,,I
PRIMARIA,14DPR3302P,MATUTINO,1,100,100,SI,SI,NO,NO,100,,,, I ,100,,,,I
PRIMARIA,14DPR3304N,VESPERTINO,7,71.4,71.4,SI,SI,NO,NO,100,,,, I ,100,,,,I
PRIMARIA,14DPR3309I,MATUTINO,3,100,100,SI,SI,NO,NO,66.7,33.3,,, I ,33.3,33.3,33.3,,I
PRIMARIA,14DPR3310Y,VESPERTINO,35,85.7,85.7,SI,SI,NO,NO,90,10,,, I ,70,20,6.7,3.3,I
PRIMARIA,14DPR3311X,VESPERTINO,6,100,100,SI,SI,NO,NO,66.7,33.3,,, I ,33.3,66.7,,,II
PRIMARIA,14DPR3312W,MATUTINO,70,100,100,SI,SI,NO,NO,45.7,32.9,20,1.4, I ,55.7,21.4,15.7,7.1,I
PRIMARIA,14DPR3313V,VESPERTINO,35,74.3,82.9,NO,SI,NO,NO,65.4,30.8,3.8,, I ,72.4,27.6,,,I
PRIMARIA,14DPR3314U,VESPERTINO,35,94.3,91.4,SI,SI,NO,NO,78.8,12.1,6.1,3, I ,81.3,9.4,6.3,3.1,I
PRIMARIA,14DPR3317R,VESPERTINO,13,92.3,92.3,SI,SI,NO,NO,58.3,33.3,8.3,, I ,33.3,41.7,25,,II
PRIMARIA,14DPR3318Q,MATUTINO,35,88.6,91.4,SI,SI,NO,NO,51.6,19.4,22.6,6.5, I ,56.3,15.6,15.6,12.5,I
PRIMARIA,14DPR3319P,COMPLETO,2,100,100,SI,SI,NO,NO,100,,,, I ,100,,,,I
PRIMARIA,14DPR3320E,COMPLETO,2,100,100,SI,SI,NO,NO,100,,,, I ,100,,,,I
PRIMARIA,14DPR3321D,VESPERTINO,35,97.1,97.1,SI,SI,SI,SI,55.9,41.2,2.9,, I ,73.5,14.7,11.8,,I
PRIMARIA,14DPR3322C,MATUTINO,2,100,100,SI,SI,NO,NO,100,,,, I ,100,,,,I
PRIMARIA,14DPR3325Z,COMPLETO,4,100,100,SI,SI,NO,NO,50,50,,, I ,50,25,,25,I
PRIMARIA,14DPR3327Y,VESPERTINO,35,88.6,100,SI,SI,NO,NO,51.6,22.6,22.6,3.2, I ,48.6,28.6,17.1,5.7,I
PRIMARIA,14DPR3328X,MATUTINO,1,100,100,SI,SI,NO,NO,100,,,, I ,100,,,,I
PRIMARIA,14DPR3332J,MATUTINO,35,100,97.1,SI,SI,SI,NO,68.6,28.6,2.9,, I ,82.4,8.8,5.9,2.9,I
PRIMARIA,14DPR3334H,MATUTINO,70,84.3,82.9,SI,SI,NO,NO,54.2,28.8,15.3,1.7, I ,81,6.9,5.2,6.9,I
PRIMARIA,14DPR3335G,MATUTINO,35,100,100,SI,SI,SI,SI,74.3,25.7,,, I ,88.6,11.4,,,I
PRIMARIA,14DPR3336F,VESPERTINO,28,85.7,92.9,SI,SI,NO,SI,54.2,45.8,,, I ,73.1,19.2,3.8,3.8,I
PRIMARIA,14DPR3338D,MATUTINO,2,100,100,SI,SI,NO,NO,100,,,, I ,100,,,,I
PRIMARIA,14DPR3339C,MATUTINO,2,100,100,SI,SI,NO,NO,100,,,, I ,100,,,,I
PRIMARIA,14DPR3343P,MATUTINO,28,100,100,SI,SI,NO,NO,57.1,32.1,10.7,, I ,53.6,10.7,25,10.7,I
PRIMARIA,14DPR3345N,MATUTINO,3,100,100,SI,SI,NO,NO,33.3,33.3,33.3,, I ,33.3,,66.7,,III
PRIMARIA,14DPR3349J,MATUTINO,22,95.5,95.5,SI,SI,NO,NO,95.2,,4.8,, I ,90.5,4.8,4.8,,I
PRIMARIA,14DPR3350Z,VESPERTINO,35,100,97.1,SI,SI,NO,NO,54.3,34.3,11.4,, I ,58.8,29.4,8.8,2.9,I
PRIMARIA,14DPR3351Y,MATUTINO,3,100,100,SI,SI,NO,NO,100,,,, I ,100,,,,I
PRIMARIA,14DPR3352X,MATUTINO,14,92.9,92.9,SI,SI,NO,NO,46.2,7.7,23.1,23.1, I ,38.5,7.7,7.7,46.2,IV
PRIMARIA,14DPR3357S,MATUTINO,5,40,100,NO,SI,NO,NO,50,50,,, I ,60,20,20,,I
PRIMARIA,14DPR3363C,MATUTINO,4,75,75,SI,SI,NO,NO,66.7,33.3,,, I ,66.7,33.3,,,I
PRIMARIA,14DPR3365A,COMPLETO,8,100,100,SI,SI,NO,NO,50,25,12.5,12.5, I ,37.5,12.5,37.5,12.5,I
PRIMARIA,14DPR3366Z,VESPERTINO,21,85.7,90.5,SI,SI,NO,SI,55.6,27.8,16.7,, I ,78.9,10.5,5.3,5.3,I
PRIMARIA,14DPR3367Z,MATUTINO,31,83.9,80.6,SI,SI,NO,NO,57.7,34.6,7.7,, I ,88,4,8,,I
PRIMARIA,14DPR3371L,VESPERTINO,35,97.1,100,SI,SI,NO,NO,64.7,35.3,,, I ,65.7,22.9,8.6,2.9,I
PRIMARIA,14DPR3372K,MATUTINO,2,100,100,SI,SI,NO,NO,50,50,,, I ,,,50,50,III
PRIMARIA,14DPR3374I,VESPERTINO,5,100,100,SI,SI,NO,NO,60,40,,, I ,60,40,,,I
PRIMARIA,14DPR3375H,MATUTINO,2,100,100,SI,SI,NO,NO,50,50,,, I ,100,,,,I
PRIMARIA,14DPR3377F,MATUTINO,7,100,100,SI,SI,NO,NO,85.7,,14.3,, I ,85.7,,14.3,,I
PRIMARIA,14DPR3378E,VESPERTINO,18,88.9,100,SI,SI,NO,SI,50,37.5,12.5,, I ,55.6,27.8,,16.7,I
PRIMARIA,14DPR3384P,MATUTINO,5,100,100,SI,SI,NO,NO,80,20,,, I ,80,,20,,I
PRIMARIA,14DPR3385O,COMPLETO,4,75,75,SI,SI,NO,NO,66.7,33.3,,, I ,66.7,33.3,,,I
PRIMARIA,14DPR3386N,MATUTINO,4,100,100,SI,SI,NO,NO,75,25,,, I ,50,25,25,,I
PRIMARIA,14DPR3387M,MATUTINO,4,25,50,NO,NO,NO,NO,100,,,, I ,100,,,,I
PRIMARIA,14DPR3388L,MATUTINO,35,97.1,85.7,SI,SI,SI,NO,67.6,23.5,8.8,, I ,63.3,26.7,3.3,6.7,I
PRIMARIA,14DPR3390Z,VESPERTINO,24,95.8,91.7,SI,SI,NO,NO,47.8,43.5,4.3,4.3, I ,77.3,13.6,4.5,4.5,I
PRIMARIA,14DPR3391Z,MATUTINO,26,92.3,92.3,SI,SI,NO,NO,41.7,41.7,16.7,, I ,41.7,20.8,25,12.5,I
PRIMARIA,14DPR3393X,VESPERTINO,70,100,100,SI,SI,NO,NO,65.7,25.7,7.1,1.4, I ,70,20,4.3,5.7,I
PRIMARIA,14DPR3394W,VESPERTINO,4,75,75,SI,SI,NO,NO,100,,,, I ,100,,,,I
PRIMARIA,14DPR3395V,VESPERTINO,17,82.4,94.1,SI,SI,NO,SI,78.6,14.3,7.1,, I ,75,12.5,12.5,,I
PRIMARIA,14DPR3396U,VESPERTINO,35,94.3,94.3,SI,SI,NO,NO,54.5,30.3,15.2,, I ,72.7,9.1,12.1,6.1,I
PRIMARIA,14DPR3399R,MATUTINO,5,100,100,SI,SI,NO,NO,60,40,,, I ,60,,20,20,I
PRIMARIA,14DPR3400Q,VESPERTINO,7,100,100,SI,SI,NO,NO,71.4,14.3,,14.3, I ,57.1,28.6,14.3,,I
PRIMARIA,14DPR3401P,VESPERTINO,30,90,93.3,SI,SI,SI,SI,55.6,33.3,11.1,, I ,39.3,17.9,39.3,3.6,I
PRIMARIA,14DPR3404M,MATUTINO,26,96.2,88.5,SI,SI,NO,NO,40,40,20,, I ,56.5,26.1,13,4.3,I
PRIMARIA,14DPR3405L,MATUTINO,70,100,98.6,SI,SI,NO,NO,48.6,38.6,11.4,1.4, I ,62.3,18.8,11.6,7.2,I
PRIMARIA,14DPR3407J,VESPERTINO,21,76.2,81,SI,SI,NO,NO,75,12.5,12.5,, I ,64.7,23.5,11.8,,I
PRIMARIA,14DPR3410X,VESPERTINO,35,85.7,82.9,SI,SI,NO,NO,73.3,20,6.7,, I ,65.5,24.1,10.3,,I
PRIMARIA,14DPR3412V,MATUTINO,1,100,100,SI,SI,NO,NO,100,,,, I ,,100,,,II
PRIMARIA,14DPR3414T,VESPERTINO,35,94.3,94.3,SI,SI,NO,NO,72.7,24.2,3,, I ,84.8,12.1,3,,I
PRIMARIA,14DPR3415S,MATUTINO,70,81.4,85.7,SI,SI,NO,NO,49.1,31.6,15.8,3.5, I ,70,11.7,10,8.3,I
PRIMARIA,14DPR3418P,MATUTINO,5,100,100,SI,SI,NO,NO,60,40,,, I ,,,100,,III
PRIMARIA,14DPR3419O,VESPERTINO,16,75,75,SI,SI,NO,NO,50,50,,, I ,58.3,25,8.3,8.3,I
PRIMARIA,14DPR3420D,VESPERTINO,16,81.3,81.3,SI,SI,NO,NO,61.5,30.8,7.7,, I ,69.2,15.4,15.4,,I
PRIMARIA,14DPR3422B,VESPERTINO,6,83.3,83.3,SI,SI,NO,NO,40,20,40,, I ,60,,40,,I
PRIMARIA,14DPR3425Z,VESPERTINO,31,80.6,87.1,SI,SI,NO,NO,68,20,12,, I ,74.1,18.5,7.4,,I
PRIMARIA,14DPR3428W,VESPERTINO,31,90.3,90.3,SI,SI,NO,NO,35.7,28.6,32.1,3.6, I ,42.9,21.4,21.4,14.3,I
PRIMARIA,14DPR3430K,MATUTINO,35,91.4,88.6,SI,SI,NO,NO,46.9,28.1,18.8,6.3, I ,29,22.6,35.5,12.9,III
PRIMARIA,14DPR3431J,VESPERTINO,31,96.8,100,SI,SI,SI,SI,73.3,20,3.3,3.3, I ,64.5,16.1,16.1,3.2,I
PRIMARIA,14DPR3434G,MATUTINO,26,92.3,92.3,SI,SI,NO,NO,54.2,41.7,4.2,, I ,45.8,33.3,12.5,8.3,I
PRIMARIA,14DPR3435F,MATUTINO,14,92.9,92.9,SI,SI,SI,SI,92.3,7.7,,, I ,100,,,,I
